,1,2,4,8,16,2,64,4,32,8,16,1,128
,1,2,4,8,16,64,2,32,4,16,8,128,1
Image Name,,,,,,,,,,,,,
imagen64x64.jpg,9.216000000000001e-06,5.12e-06,6.0160000000000005e-06,5.312e-06,6.144000000000001e-06,5.248e-06,7.168000000000001e-06,5.12e-06,7.0080000000000005e-06,5.12e-06,5.952000000000001e-06,,
imagen128x128.jpg,2.0448e-05,9.216000000000001e-06,5.2160000000000005e-06,6.144000000000001e-06,7.168000000000001e-06,5.12e-06,1.024e-05,5.12e-06,9.440000000000001e-06,6.2080000000000005e-06,7.264e-06,5.12e-06,1.0176e-05
imagen640x480.jpg,0.00028467200000000003,8.294400000000001e-05,2.5600000000000002e-05,2.5600000000000002e-05,4.7104e-05,1.2288000000000002e-05,,1.5360000000000002e-05,8.8064e-05,2.4928000000000003e-05,4.6272e-05,1.1936e-05,
imagen800x600.jpg,0.00044441600000000005,0.00012304000000000001,3.584e-05,2.2272000000000003e-05,,,,1.6384e-05,,2.0576e-05,,,
imagen720x1280.jpg,0.000856864,0.000234784,6.656e-05,3.9936000000000005e-05,6.9632e-05,,0.000125952,,0.000123904,3.9712e-05,6.8608e-05,,0.000139264
imagen1920x1080.jpg,0.0019220480000000002,0.000509952,0.000149504,0.000134144,,5.0144000000000006e-05,,6.992000000000001e-05,,0.000134144,,4.9472e-05,
imagen2160x3840.jpg,0.008890368000000001,0.0020614080000000003,0.000548864,0.000278336,0.00053248,,0.00106496,,0.00101376,0.000269312,0.0005263360000000001,,0.001158144
imagen8000x6000.jpg,0.04640768,0.011638784000000001,0.003054432,0.0018792960000000001,0.0037808000000000004,0.000992256,,0.001061888,,0.0018350080000000002,0.0037980160000000004,,
